city,year,crime,incidences,rate
HYDERABAD,2012,Murder (Sec. 302 IPC),102,1.3
HYDERABAD,2012,Attempt To Commit Murder (Sec. 307 IPC),166,2.1
HYDERABAD,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",6,0.1
INDORE,2012,Murder (Sec. 302 IPC),83,3.8
INDORE,2012,Attempt To Commit Murder (Sec. 307 IPC),133,6.1
INDORE,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",2,0.1
JABALPUR,2012,Murder (Sec. 302 IPC),48,3.8
JABALPUR,2012,Attempt To Commit Murder (Sec. 307 IPC),101,8
JABALPUR,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",1,0.1
JAIPUR,2012,Murder (Sec. 302 IPC),81,2.6
JAIPUR,2012,Attempt To Commit Murder (Sec. 307 IPC),84,2.7
JAIPUR,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",6,0.2
JAMSHEDPUR,2012,Murder (Sec. 302 IPC),27,2
JAMSHEDPUR,2012,Attempt To Commit Murder (Sec. 307 IPC),16,1.2
JAMSHEDPUR,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",3,0.2
JODHPUR,2012,Murder (Sec. 302 IPC),27,2.4
JODHPUR,2012,Attempt To Commit Murder (Sec. 307 IPC),69,6.1
JODHPUR,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",6,0.5
KANNUR,2012,Murder (Sec. 302 IPC),14,0.9
KANNUR,2012,Attempt To Commit Murder (Sec. 307 IPC),4,0.2
KANNUR,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",3,0.2
KANPUR,2012,Murder (Sec. 302 IPC),69,2.4
KANPUR,2012,Attempt To Commit Murder (Sec. 307 IPC),66,2.3
KANPUR,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",17,0.6
KOCHI,2012,Murder (Sec. 302 IPC),9,0.4
KOCHI,2012,Attempt To Commit Murder (Sec. 307 IPC),10,0.5
KOCHI,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",0,0
KOLKATA,2012,Murder (Sec. 302 IPC),85,0.6
KOLKATA,2012,Attempt To Commit Murder (Sec. 307 IPC),154,1.1
KOLKATA,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",29,0.2
KOLLAM,2012,Murder (Sec. 302 IPC),21,1.9
KOLLAM,2012,Attempt To Commit Murder (Sec. 307 IPC),41,3.7
KOLLAM,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",6,0.5
KOTA,2012,Murder (Sec. 302 IPC),28,2.8
KOTA,2012,Attempt To Commit Murder (Sec. 307 IPC),68,6.8
KOTA,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",1,0.1
KOZHIKODE,2012,Murder (Sec. 302 IPC),7,0.3
KOZHIKODE,2012,Attempt To Commit Murder (Sec. 307 IPC),7,0.3
KOZHIKODE,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",0,0
LUCKNOW,2012,Murder (Sec. 302 IPC),98,3.4
LUCKNOW,2012,Attempt To Commit Murder (Sec. 307 IPC),69,2.4
LUCKNOW,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",14,0.5
LUDHIANA,2012,Murder (Sec. 302 IPC),79,4.9
LUDHIANA,2012,Attempt To Commit Murder (Sec. 307 IPC),78,4.8
LUDHIANA,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",11,0.7
MADURAI,2012,Murder (Sec. 302 IPC),31,2.1
MADURAI,2012,Attempt To Commit Murder (Sec. 307 IPC),74,5.1
MADURAI,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",0,0
MALAPPURAM,2012,Murder (Sec. 302 IPC),0,0
MALAPPURAM,2012,Attempt To Commit Murder (Sec. 307 IPC),5,0.3
MALAPPURAM,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",1,0.1
MEERUT,2012,Murder (Sec. 302 IPC),61,4.3
MEERUT,2012,Attempt To Commit Murder (Sec. 307 IPC),97,6.8
MEERUT,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",12,0.8
MUMBAI,2012,Murder (Sec. 302 IPC),215,1.2
MUMBAI,2012,Attempt To Commit Murder (Sec. 307 IPC),170,0.9
MUMBAI,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",9,0
NAGPUR,2012,Murder (Sec. 302 IPC),88,3.5
NAGPUR,2012,Attempt To Commit Murder (Sec. 307 IPC),85,3.4
NAGPUR,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",15,0.6
NASIK,2012,Murder (Sec. 302 IPC),32,2
NASIK,2012,Attempt To Commit Murder (Sec. 307 IPC),26,1.7
NASIK,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",0,0
PATNA,2012,Murder (Sec. 302 IPC),224,10.9
PATNA,2012,Attempt To Commit Murder (Sec. 307 IPC),45,2.2
PATNA,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",5,0.2
PUNE,2012,Murder (Sec. 302 IPC),110,2.2
PUNE,2012,Attempt To Commit Murder (Sec. 307 IPC),124,2.5
PUNE,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",3,0.1
RAIPUR,2012,Murder (Sec. 302 IPC),37,3.3
RAIPUR,2012,Attempt To Commit Murder (Sec. 307 IPC),37,3.3
RAIPUR,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",1,0.1
RAJKOT,2012,Murder (Sec. 302 IPC),41,2.9
RAJKOT,2012,Attempt To Commit Murder (Sec. 307 IPC),28,2
RAJKOT,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",3,0.2
RANCHI,2012,Murder (Sec. 302 IPC),58,5.1
RANCHI,2012,Attempt To Commit Murder (Sec. 307 IPC),13,1.2
RANCHI,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",0,0
SRINAGAR,2012,Murder (Sec. 302 IPC),13,1
SRINAGAR,2012,Attempt To Commit Murder (Sec. 307 IPC),45,3.5
SRINAGAR,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",2,0.2
SURAT,2012,Murder (Sec. 302 IPC),98,2.1
SURAT,2012,Attempt To Commit Murder (Sec. 307 IPC),26,0.6
SURAT,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",1,0
THIRUVANANTHAPURAM,2012,Murder (Sec. 302 IPC),14,0.8
THIRUVANANTHAPURAM,2012,Attempt To Commit Murder (Sec. 307 IPC),12,0.7
THIRUVANANTHAPURAM,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",1,0.1
THRISSUR,2012,Murder (Sec. 302 IPC),9,0.5
THRISSUR,2012,Attempt To Commit Murder (Sec. 307 IPC),14,0.8
THRISSUR,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",11,0.6
TIRUCHIRAPALLI,2012,Murder (Sec. 302 IPC),26,2.5
TIRUCHIRAPALLI,2012,Attempt To Commit Murder (Sec. 307 IPC),22,2.2
TIRUCHIRAPALLI,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",0,0
VADODARA,2012,Murder (Sec. 302 IPC),29,1.6
VADODARA,2012,Attempt To Commit Murder (Sec. 307 IPC),34,1.9
VADODARA,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",0,0
VARANASI,2012,Murder (Sec. 302 IPC),31,2.2
VARANASI,2012,Attempt To Commit Murder (Sec. 307 IPC),33,2.3
VARANASI,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",6,0.4
VASAI VIRAR,2012,Murder (Sec. 302 IPC),31,2.5
VASAI VIRAR,2012,Attempt To Commit Murder (Sec. 307 IPC),17,1.4
VASAI VIRAR,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",2,0.2
VIJAYAWADA,2012,Murder (Sec. 302 IPC),42,2.8
VIJAYAWADA,2012,Attempt To Commit Murder (Sec. 307 IPC),56,3.8
VIJAYAWADA,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",6,0.4
VISHAKHAPATNAM,2012,Murder (Sec. 302 IPC),44,2.5
VISHAKHAPATNAM,2012,Attempt To Commit Murder (Sec. 307 IPC),27,1.6
VISHAKHAPATNAM,2012,"C.H. Not Amounting To Murder (Sec. 304, 308 IPC)",1,0.1
AGRA,2012,Total Rape,33,1.9
AGRA,2012,Custodial rape,0,0
AGRA,2012,Other rape,33,1.9
AHMEDABAD,2012,Total Rape,63,1
AHMEDABAD,2012,Custodial rape,0,0
AHMEDABAD,2012,Other rape,63,1
ALLAHABAD,2012,Total Rape,11,0.9
ALLAHABAD,2012,Custodial rape,0,0
ALLAHABAD,2012,Other rape,11,0.9
AMRITSAR,2012,Total Rape,27,2.3
AMRITSAR,2012,Custodial rape,0,0
AMRITSAR,2012,Other rape,27,2.3
ASANSOL,2012,Total Rape,36,2.9
ASANSOL,2012,Custodial rape,0,0
ASANSOL,2012,Other rape,36,2.9
AURANGABAD,2012,Total Rape,23,1.9
AURANGABAD,2012,Custodial rape,0,0
AURANGABAD,2012,Other rape,23,1.9
BENGALURU,2012,Total Rape,90,1.1
BENGALURU,2012,Custodial rape,0,0
BENGALURU,2012,Other rape,90,1.1
BHOPAL,2012,Total Rape,114,6.1
BHOPAL,2012,Custodial rape,0,0
BHOPAL,2012,Other rape,114,6.1
CHANDIGARH (CITY),2012,Total Rape,24,2.3
CHANDIGARH (CITY),2012,Custodial rape,0,0
CHANDIGARH (CITY),2012,Other rape,24,2.3
CHENNAI,2012,Total Rape,94,1.1
CHENNAI,2012,Custodial rape,0,0
CHENNAI,2012,Other rape,94,1.1
COIMBATORE,2012,Total Rape,20,0.9
COIMBATORE,2012,Custodial rape,0,0
COIMBATORE,2012,Other rape,20,0.9
DELHI (CITY),2012,Total Rape,585,3.6
DELHI (CITY),2012,Custodial rape,0,0
DELHI (CITY),2012,Other rape,585,3.6
DHANBAD,2012,Total Rape,13,1.1
DHANBAD,2012,Custodial rape,0,0
DHANBAD,2012,Other rape,13,1.1
DURG-BHILAINAGAR,2012,Total Rape,70,6.6
DURG-BHILAINAGAR,2012,Custodial rape,0,0
DURG-BHILAINAGAR,2012,Other rape,70,6.6
FARIDABAD,2012,Total Rape,47,3.3
FARIDABAD,2012,Custodial rape,0,0
FARIDABAD,2012,Other rape,47,3.3
GHAZIABAD,2012,Total Rape,15,0.6
GHAZIABAD,2012,Custodial rape,0,0
GHAZIABAD,2012,Other rape,15,0.6
GWALIOR,2012,Total Rape,60,5.4
GWALIOR,2012,Custodial rape,0,0
GWALIOR,2012,Other rape,60,5.4
HYDERABAD,2012,Total Rape,74,1
HYDERABAD,2012,Custodial rape,0,0
HYDERABAD,2012,Other rape,74,1
INDORE,2012,Total Rape,125,5.8
INDORE,2012,Custodial rape,0,0
INDORE,2012,Other rape,125,5.8
JABALPUR,2012,Total Rape,87,6.9
JABALPUR,2012,Custodial rape,0,0
JABALPUR,2012,Other rape,87,6.9
JAIPUR,2012,Total Rape,134,4.4
JAIPUR,2012,Custodial rape,0,0
JAIPUR,2012,Other rape,134,4.4
JAMSHEDPUR,2012,Total Rape,26,1.9
JAMSHEDPUR,2012,Custodial rape,0,0
JAMSHEDPUR,2012,Other rape,26,1.9
JODHPUR,2012,Total Rape,40,3.5
JODHPUR,2012,Custodial rape,0,0
JODHPUR,2012,Other rape,40,3.5
KANNUR,2012,Total Rape,14,0.9
KANNUR,2012,Custodial rape,0,0
KANNUR,2012,Other rape,14,0.9
KANPUR,2012,Total Rape,21,0.7
KANPUR,2012,Custodial rape,0,0
KANPUR,2012,Other rape,21,0.7
KOCHI,2012,Total Rape,28,1.3
KOCHI,2012,Custodial rape,0,0
KOCHI,2012,Other rape,28,1.3
KOLKATA,2012,Total Rape,68,0.5
KOLKATA,2012,Custodial rape,0,0
KOLKATA,2012,Other rape,68,0.5
KOLLAM,2012,Total Rape,46,4.1
KOLLAM,2012,Custodial rape,0,0
KOLLAM,2012,Other rape,46,4.1
KOTA,2012,Total Rape,45,4.5
KOTA,2012,Custodial rape,0,0
KOTA,2012,Other rape,45,4.5
KOZHIKODE,2012,Total Rape,36,1.8
KOZHIKODE,2012,Custodial rape,0,0
KOZHIKODE,2012,Other rape,36,1.8
LUCKNOW,2012,Total Rape,24,0.8
LUCKNOW,2012,Custodial rape,0,0
LUCKNOW,2012,Other rape,24,0.8
LUDHIANA,2012,Total Rape,69,4.3
LUDHIANA,2012,Custodial rape,0,0
LUDHIANA,2012,Other rape,69,4.3
MADURAI,2012,Total Rape,11,0.8
MADURAI,2012,Custodial rape,0,0
MADURAI,2012,Other rape,11,0.8
MALAPPURAM,2012,Total Rape,11,0.6
MALAPPURAM,2012,Custodial rape,0,0
MALAPPURAM,2012,Other rape,11,0.6
MEERUT,2012,Total Rape,22,1.5
MEERUT,2012,Custodial rape,0,0
MEERUT,2012,Other rape,22,1.5
MUMBAI,2012,Total Rape,232,1.3
MUMBAI,2012,Custodial rape,0,0
MUMBAI,2012,Other rape,232,1.3
NAGPUR,2012,Total Rape,57,2.3
NAGPUR,2012,Custodial rape,0,0
NAGPUR,2012,Other rape,57,2.3
NASIK,2012,Total Rape,20,1.3
NASIK,2012,Custodial rape,0,0
NASIK,2012,Other rape,20,1.3
PATNA,2012,Total Rape,35,1.7
PATNA,2012,Custodial rape,0,0
PATNA,2012,Other rape,35,1.7
PUNE,2012,Total Rape,85,1.7
PUNE,2012,Custodial rape,0,0
PUNE,2012,Other rape,85,1.7
RAIPUR,2012,Total Rape,64,5.7
RAIPUR,2012,Custodial rape,0,0
RAIPUR,2012,Other rape,64,5.7
RAJKOT,2012,Total Rape,11,0.8
RAJKOT,2012,Custodial rape,0,0
RAJKOT,2012,Other rape,11,0.8
RANCHI,2012,Total Rape,34,3
RANCHI,2012,Custodial rape,0,0
RANCHI,2012,Other rape,34,3
SRINAGAR,2012,Total Rape,19,1.5
SRINAGAR,2012,Custodial rape,0,0
SRINAGAR,2012,Other rape,19,1.5
SURAT,2012,Total Rape,40,0.9
SURAT,2012,Custodial rape,0,0
SURAT,2012,Other rape,40,0.9
THIRUVANANTHAPURAM,2012,Total Rape,41,2.4
THIRUVANANTHAPURAM,2012,Custodial rape,0,0
THIRUVANANTHAPURAM,2012,Other rape,41,2.4
THRISSUR,2012,Total Rape,35,1.9
THRISSUR,2012,Custodial rape,0,0
THRISSUR,2012,Other rape,35,1.9
TIRUCHIRAPALLI,2012,Total Rape,7,0.7
TIRUCHIRAPALLI,2012,Custodial rape,0,0
TIRUCHIRAPALLI,2012,Other rape,7,0.7
VADODARA,2012,Total Rape,11,0.6
VADODARA,2012,Custodial rape,0,0
VADODARA,2012,Other rape,11,0.6
VARANASI,2012,Total Rape,11,0.8
VARANASI,2012,Custodial rape,0,0
VARANASI,2012,Other rape,11,0.8
VASAI VIRAR,2012,Total Rape,20,1.6
VASAI VIRAR,2012,Custodial rape,0,0
VASAI VIRAR,2012,Other rape,20,1.6
VIJAYAWADA,2012,Total Rape,47,3.2
VIJAYAWADA,2012,Custodial rape,0,0
VIJAYAWADA,2012,Other rape,47,3.2
VISHAKHAPATNAM,2012,Total Rape,50,2.9
VISHAKHAPATNAM,2012,Custodial rape,0,0
VISHAKHAPATNAM,2012,Other rape,50,2.9
AGRA,2012,Kidnapping Total,208,11.9
AGRA,2012,Kidnapping of Women & Girls,166,9.5
AGRA,2012,Kidnapping of Others,42,2.4
AGRA,2012,Dacoity,8,0.5
AHMEDABAD,2012,Kidnapping Total,229,3.6
AHMEDABAD,2012,Kidnapping of Women & Girls,183,2.9
AHMEDABAD,2012,Kidnapping of Others,46,0.7
AHMEDABAD,2012,Dacoity,24,0.4
ALLAHABAD,2012,Kidnapping Total,60,4.9
ALLAHABAD,2012,Kidnapping of Women & Girls,52,4.3
ALLAHABAD,2012,Kidnapping of Others,8,0.7
ALLAHABAD,2012,Dacoity,2,0.2
AMRITSAR,2012,Kidnapping Total,52,4.4
AMRITSAR,2012,Kidnapping of Women & Girls,45,3.8
AMRITSAR,2012,Kidnapping of Others,7,0.6
AMRITSAR,2012,Dacoity,2,0.2
ASANSOL,2012,Kidnapping Total,77,6.2
ASANSOL,2012,Kidnapping of Women & Girls,49,3.9
ASANSOL,2012,Kidnapping of Others,28,2.3
ASANSOL,2012,Dacoity,15,1.2
AURANGABAD,2012,Kidnapping Total,25,2.1
AURANGABAD,2012,Kidnapping of Women & Girls,18,1.5
AURANGABAD,2012,Kidnapping of Others,7,0.6
AURANGABAD,2012,Dacoity,25,2.1
BENGALURU,2012,Kidnapping Total,532,6.3
BENGALURU,2012,Kidnapping of Women & Girls,433,5.1
BENGALURU,2012,Kidnapping of Others,99,1.2
BENGALURU,2012,Dacoity,37,0.4
BHOPAL,2012,Kidnapping Total,47,2.5
BHOPAL,2012,Kidnapping of Women & Girls,33,1.8
BHOPAL,2012,Kidnapping of Others,14,0.7
BHOPAL,2012,Dacoity,1,0.1
CHANDIGARH (CITY),2012,Kidnapping Total,76,7.4
CHANDIGARH (CITY),2012,Kidnapping of Women & Girls,57,5.6
CHANDIGARH (CITY),2012,Kidnapping of Others,19,1.9
CHANDIGARH (CITY),2012,Dacoity,3,0.3
CHENNAI,2012,Kidnapping Total,87,1
CHENNAI,2012,Kidnapping of Women & Girls,65,0.7
CHENNAI,2012,Kidnapping of Others,22,0.3
CHENNAI,2012,Dacoity,2,0
COIMBATORE,2012,Kidnapping Total,20,0.9
COIMBATORE,2012,Kidnapping of Women & Girls,12,0.6
COIMBATORE,2012,Kidnapping of Others,8,0.4
COIMBATORE,2012,Dacoity,2,0.1
DELHI (CITY),2012,Kidnapping Total,3274,20.1
DELHI (CITY),2012,Kidnapping of Women & Girls,1787,11
DELHI (CITY),2012,Kidnapping of Others,1487,9.1
DELHI (CITY),2012,Dacoity,23,0.1
DHANBAD,2012,Kidnapping Total,49,4.1
DHANBAD,2012,Kidnapping of Women & Girls,40,3.3
DHANBAD,2012,Kidnapping of Others,9,0.8
DHANBAD,2012,Dacoity,7,0.6
DURG-BHILAINAGAR,2012,Kidnapping Total,43,4
DURG-BHILAINAGAR,2012,Kidnapping of Women & Girls,35,3.3
DURG-BHILAINAGAR,2012,Kidnapping of Others,8,0.8
DURG-BHILAINAGAR,2012,Dacoity,1,0.1
FARIDABAD,2012,Kidnapping Total,103,7.3
FARIDABAD,2012,Kidnapping of Women & Girls,87,6.2
FARIDABAD,2012,Kidnapping of Others,16,1.1
FARIDABAD,2012,Dacoity,10,0.7
GHAZIABAD,2012,Kidnapping Total,151,6.4
GHAZIABAD,2012,Kidnapping of Women & Girls,130,5.5
GHAZIABAD,2012,Kidnapping of Others,21,0.9
GHAZIABAD,2012,Dacoity,2,0.1
GWALIOR,2012,Kidnapping Total,63,5.7
GWALIOR,2012,Kidnapping of Women & Girls,56,5.1
GWALIOR,2012,Kidnapping of Others,7,0.6
GWALIOR,2012,Dacoity,3,0.3
HYDERABAD,2012,Kidnapping Total,88,1.1
HYDERABAD,2012,Kidnapping of Women & Girls,31,0.4
HYDERABAD,2012,Kidnapping of Others,57,0.7
HYDERABAD,2012,Dacoity,12,0.2
INDORE,2012,Kidnapping Total,48,2.2
INDORE,2012,Kidnapping of Women & Girls,38,1.8
INDORE,2012,Kidnapping of Others,10,0.5
INDORE,2012,Dacoity,4,0.2
JABALPUR,2012,Kidnapping Total,27,2.1
JABALPUR,2012,Kidnapping of Women & Girls,25,2
JABALPUR,2012,Kidnapping of Others,2,0.2
JABALPUR,2012,Dacoity,0,0
JAIPUR,2012,Kidnapping Total,225,7.3
JAIPUR,2012,Kidnapping of Women & Girls,191,6.2
JAIPUR,2012,Kidnapping of Others,34,1.1
JAIPUR,2012,Dacoity,5,0.2
JAMSHEDPUR,2012,Kidnapping Total,74,5.5
JAMSHEDPUR,2012,Kidnapping of Women & Girls,69,5.2
JAMSHEDPUR,2012,Kidnapping of Others,5,0.4
JAMSHEDPUR,2012,Dacoity,4,0.3
JODHPUR,2012,Kidnapping Total,44,3.9
JODHPUR,2012,Kidnapping of Women & Girls,36,3.2
JODHPUR,2012,Kidnapping of Others,8,0.7
JODHPUR,2012,Dacoity,0,0
KANNUR,2012,Kidnapping Total,6,0.4
KANNUR,2012,Kidnapping of Women & Girls,5,0.3
KANNUR,2012,Kidnapping of Others,1,0.1
KANNUR,2012,Dacoity,4,0.2
KANPUR,2012,Kidnapping Total,182,6.2
KANPUR,2012,Kidnapping of Women & Girls,159,5.4
KANPUR,2012,Kidnapping of Others,23,0.8
KANPUR,2012,Dacoity,2,0.1
KOCHI,2012,Kidnapping Total,6,0.3
KOCHI,2012,Kidnapping of Women & Girls,5,0.2
KOCHI,2012,Kidnapping of Others,1,0
KOCHI,2012,Dacoity,5,0.2
KOLKATA,2012,Kidnapping Total,271,1.9
KOLKATA,2012,Kidnapping of Women & Girls,210,1.5
KOLKATA,2012,Kidnapping of Others,61,0.4
KOLKATA,2012,Dacoity,8,0.1
KOLLAM,2012,Kidnapping Total,21,1.9
KOLLAM,2012,Kidnapping of Women & Girls,18,1.6
KOLLAM,2012,Kidnapping of Others,3,0.3
KOLLAM,2012,Dacoity,3,0.3
KOTA,2012,Kidnapping Total,82,8.2
KOTA,2012,Kidnapping of Women & Girls,62,6.2
KOTA,2012,Kidnapping of Others,20,2
KOTA,2012,Dacoity,0,0
KOZHIKODE,2012,Kidnapping Total,5,0.2
KOZHIKODE,2012,Kidnapping of Women & Girls,3,0.1
KOZHIKODE,2012,Kidnapping of Others,2,0.1
KOZHIKODE,2012,Dacoity,2,0.1
LUCKNOW,2012,Kidnapping Total,214,7.4
LUCKNOW,2012,Kidnapping of Women & Girls,203,7
LUCKNOW,2012,Kidnapping of Others,11,0.4
LUCKNOW,2012,Dacoity,6,0.2
LUDHIANA,2012,Kidnapping Total,123,7.6
LUDHIANA,2012,Kidnapping of Women & Girls,99,6.1
LUDHIANA,2012,Kidnapping of Others,24,1.5
LUDHIANA,2012,Dacoity,2,0.1
MADURAI,2012,Kidnapping Total,65,4.4
MADURAI,2012,Kidnapping of Women & Girls,51,3.5
MADURAI,2012,Kidnapping of Others,14,1
MADURAI,2012,Dacoity,2,0.1
MALAPPURAM,2012,Kidnapping Total,3,0.2
MALAPPURAM,2012,Kidnapping of Women & Girls,0,0
MALAPPURAM,2012,Kidnapping of Others,3,0.2
MALAPPURAM,2012,Dacoity,0,0
MEERUT,2012,Kidnapping Total,113,7.9
MEERUT,2012,Kidnapping of Women & Girls,85,6
MEERUT,2012,Kidnapping of Others,28,2
MEERUT,2012,Dacoity,8,0.6
MUMBAI,2012,Kidnapping Total,212,1.2
MUMBAI,2012,Kidnapping of Women & Girls,141,0.8
MUMBAI,2012,Kidnapping of Others,71,0.4
MUMBAI,2012,Dacoity,29,0.2
NAGPUR,2012,Kidnapping Total,53,2.1
NAGPUR,2012,Kidnapping of Women & Girls,39,1.6
NAGPUR,2012,Kidnapping of Others,14,0.6
NAGPUR,2012,Dacoity,13,0.5
NASIK,2012,Kidnapping Total,18,1.2
NASIK,2012,Kidnapping of Women & Girls,13,0.8
NASIK,2012,Kidnapping of Others,5,0.3
NASIK,2012,Dacoity,14,0.9
PATNA,2012,Kidnapping Total,290,14.2
PATNA,2012,Kidnapping of Women & Girls,244,11.9
PATNA,2012,Kidnapping of Others,46,2.2
PATNA,2012,Dacoity,29,1.4
PUNE,2012,Kidnapping Total,109,2.2
PUNE,2012,Kidnapping of Women & Girls,77,1.5
PUNE,2012,Kidnapping of Others,32,0.6
PUNE,2012,Dacoity,35,0.7
RAIPUR,2012,Kidnapping Total,17,1.5
RAIPUR,2012,Kidnapping of Women & Girls,11,1
RAIPUR,2012,Kidnapping of Others,6,0.5
RAIPUR,2012,Dacoity,1,0.1
RAJKOT,2012,Kidnapping Total,66,4.7
RAJKOT,2012,Kidnapping of Women & Girls,50,3.6
RAJKOT,2012,Kidnapping of Others,16,1.2
RAJKOT,2012,Dacoity,14,1
RANCHI,2012,Kidnapping Total,86,7.6
RANCHI,2012,Kidnapping of Women & Girls,80,7.1
RANCHI,2012,Kidnapping of Others,6,0.5
RANCHI,2012,Dacoity,16,1.4
SRINAGAR,2012,Kidnapping Total,100,7.9
SRINAGAR,2012,Kidnapping of Women & Girls,89,7
SRINAGAR,2012,Kidnapping of Others,11,0.9
SRINAGAR,2012,Dacoity,0,0
SURAT,2012,Kidnapping Total,91,2
SURAT,2012,Kidnapping of Women & Girls,66,1.4
SURAT,2012,Kidnapping of Others,25,0.5
SURAT,2012,Dacoity,6,0.1
THIRUVANANTHAPURAM,2012,Kidnapping Total,23,1.4
THIRUVANANTHAPURAM,2012,Kidnapping of Women & Girls,16,0.9
THIRUVANANTHAPURAM,2012,Kidnapping of Others,7,0.4
THIRUVANANTHAPURAM,2012,Dacoity,4,0.2
THRISSUR,2012,Kidnapping Total,13,0.7
THRISSUR,2012,Kidnapping of Women & Girls,9,0.5
THRISSUR,2012,Kidnapping of Others,4,0.2
THRISSUR,2012,Dacoity,1,0.1
TIRUCHIRAPALLI,2012,Kidnapping Total,22,2.2
TIRUCHIRAPALLI,2012,Kidnapping of Women & Girls,13,1.3
TIRUCHIRAPALLI,2012,Kidnapping of Others,9,0.9
TIRUCHIRAPALLI,2012,Dacoity,0,0
VADODARA,2012,Kidnapping Total,67,3.7
VADODARA,2012,Kidnapping of Women & Girls,57,3.1
VADODARA,2012,Kidnapping of Others,10,0.6
VADODARA,2012,Dacoity,9,0.5
VARANASI,2012,Kidnapping Total,54,3.8
VARANASI,2012,Kidnapping of Women & Girls,45,3.1
VARANASI,2012,Kidnapping of Others,9,0.6
VARANASI,2012,Dacoity,0,0
VASAI VIRAR,2012,Kidnapping Total,26,2.1
VASAI VIRAR,2012,Kidnapping of Women & Girls,17,1.4
VASAI VIRAR,2012,Kidnapping of Others,9,0.7
VASAI VIRAR,2012,Dacoity,11,0.9
VIJAYAWADA,2012,Kidnapping Total,66,4.4
VIJAYAWADA,2012,Kidnapping of Women & Girls,39,2.6
VIJAYAWADA,2012,Kidnapping of Others,27,1.8
VIJAYAWADA,2012,Dacoity,1,0.1
VISHAKHAPATNAM,2012,Kidnapping Total,27,1.6
VISHAKHAPATNAM,2012,Kidnapping of Women & Girls,20,1.2
VISHAKHAPATNAM,2012,Kidnapping of Others,7,0.4
VISHAKHAPATNAM,2012,Dacoity,14,0.8
AGRA,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),5,0.3
AGRA,2012,"Robbery (Sec. 392-394,397,398 IPC)",136,7.8
AGRA,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",296,17
AHMEDABAD,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),0,0
AHMEDABAD,2012,"Robbery (Sec. 392-394,397,398 IPC)",603,9.5
AHMEDABAD,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",701,11
ALLAHABAD,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),5,0.4
ALLAHABAD,2012,"Robbery (Sec. 392-394,397,398 IPC)",22,1.8
ALLAHABAD,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",135,11.1
AMRITSAR,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),14,1.2
AMRITSAR,2012,"Robbery (Sec. 392-394,397,398 IPC)",25,2.1
AMRITSAR,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",158,13.3
ASANSOL,2012,Preparation & Assembly for Dacoity (Sec. 399-402 IPC),44,3.5
ASANSOL,2012,"Robbery (Sec. 392-394,397,398 IPC)",75,6
ASANSOL,2012,"Burglary (Sec. 449-452,454,455,457-460 IPC)",21,1.7
